Date,Configuration,Customer Postcode,Store Postcode,Retail Price,Screen Size (Inches),Battery Life (Hours),RAM (GB),Processor Speeds (GHz),Integrated Wireless?,HD Size (GB),Bundled Applications?,CustomerStoreDistance
1/17/2008 13:15,221,N1 8HD,NW5 2QH,505,15,5,2,2,No,120,Yes,3363.534451
1/17/2008 13:19,152,CR0 2SS,SW18 1NN,460,15,5,1,1.5,Yes,300,No,10312.07957
1/17/2008 13:20,300,SW4 7AA,SW18 1NN,440,15,6,1,1.5,No,80,No,4304.74343
1/17/2008 13:25,78,CR0 1RG,CR7 8LE,435,15,4,2,2,No,120,No,2889.147971
1/17/2008 13:28,75,W1F 0QA,NW5 2QH,465,15,4,2,2,No,80,Yes,4138.238877
1/17/2008 13:30,54,SE17 2DN,SE1 2BN,430,15,4,2,1.5,Yes,120,No,2143.942163
1/17/2008 13:33,31,E1 4XG,E2 0RY,495,15,4,1,2,No,300,Yes,1009.922769
1/17/2008 13:47,49,CR0 2BW,SW12 9HD,420,15,4,2,1.5,Yes,40,Yes,7770.087516
1/17/2008 13:50,168,SE5 8RS,SW1P 3AU,485,15,5,1,2,Yes,300,No,4139.217317
1/17/2008 14:21,64,SW1W 8TR,SW18 1NN,470,15,4,2,1.5,No,300,No,4753.293174
1/17/2008 14:24,59,NW3 2QE,NW5 2QH,440,15,4,2,1.5,No,80,Yes,2004.860344
1/17/2008 14:25,222,W1G 6PG,SW1P 3AU,455,15,5,2,2,No,120,No,2724.199883
1/17/2008 14:30,162,N1 0AX,SW1P 3AU,365,15,5,1,2,Yes,40,No,4034.17662
1/17/2008 14:35,337,SW7 4TE,SW1V 4QQ,520,15,6,2,1.5,Yes,40,Yes,2586.600278
1/17/2008 14:46,167,WC1B 5BP,NW5 2QH,535,15,5,1,2,Yes,300,Yes,3522.104485
1/17/2008 14:48,163,NW3 7HE,W10 6HQ,455,15,5,1,2,Yes,80,Yes,5758.824272
1/17/2008 14:50,353,W1W 5EA,SW1V 4QQ,545,15,6,2,2,Yes,40,Yes,3558.854872
1/17/2008 14:50,344,W1W 6DL,SW1P 3AU,590,15,6,2,1.5,Yes,300,No,2249.90422
1/17/2008 14:54,2,W9 1EH,W10 6HQ,320,15,4,1,1.5,Yes,40,No,2101.092335
1/17/2008 14:55,56,SE1 9AA,SW1V 4QQ,490,15,4,2,1.5,Yes,300,No,4060.784407
1/17/2008 14:58,7,BR3 1AG,SW12 9HD,490,15,4,1,1.5,Yes,300,Yes,9296.258387
1/17/2008 15:10,159,WC1R 4PZ,SW1V 4QQ,490,15,5,1,1.5,No,300,Yes,3772.68207
1/17/2008 15:14,223,W1T 1NT,SW1P 3AU,565,15,5,2,2,No,300,Yes,1965.30939
1/17/2008 15:26,306,EC4V 6DE,SE1 2BN,445,15,6,1,2,Yes,40,No,2665.163597
1/17/2008 15:30,59,SW19 3TA,KT2 5AU,440,15,4,2,1.5,No,80,Yes,6909.836829
1/17/2008 15:34,346,WC2H 9EP,SW1P 3AU,450,15,6,2,1.5,No,40,No,1398.433767
1/17/2008 15:39,312,W1F 8ZD,NW5 2QH,565,15,6,1,2,Yes,300,No,3963.673549
1/17/2008 15:42,209,SE25 4LX,SW12 9HD,465,15,5,2,2,Yes,40,Yes,7584.407162
1/17/2008 16:04,67,EC1V 7DT,SW1P 3AU,485,15,4,2,2,Yes,80,Yes,3516.720774
1/17/2008 16:06,163,E14 4BB,SE8 3JD,455,15,5,1,2,Yes,80,Yes,2532.573592
1/17/2008 16:08,338,W1F 0QA,SW1P 3AU,470,15,6,2,1.5,Yes,40,No,1494.594594
1/17/2008 16:25,317,KT2 5AU,KT2 5AU,535,15,6,1,2,No,120,Yes,0
1/17/2008 16:26,51,SW11 2JU,SW12 9HD,460,15,4,2,1.5,Yes,80,Yes,2913.040508
1/17/2008 16:27,146,SW4 0JG,SW18 1NN,340,15,5,1,1.5,Yes,40,No,4063.576996
1/17/2008 16:30,296,KT2 5EB,KT2 5AU,540,15,6,1,1.5,Yes,300,No,789.3877374
1/17/2008 16:34,198,W2 1HB,W10 6HQ,450,15,5,2,1.5,Yes,120,No,2370.750092
1/17/2008 16:42,304,N1 1ER,NW5 2QH,520,15,6,1,1.5,No,300,No,2340.361724
1/17/2008 16:45,224,CR0 2EF,SW12 9HD,515,15,5,2,2,No,300,No,7875.001016
1/17/2008 16:46,75,EC3R 7NB,SE1 2BN,465,15,4,2,2,No,80,Yes,1368.405276
1/17/2008 16:47,305,E1 0ND,SE8 3JD,495,15,6,1,2,Yes,40,Yes,3534.16157
1/17/2008 16:52,357,SE1 2JX,SW1P 3AU,605,15,6,2,2,Yes,120,Yes,3749.517436
1/17/2008 16:57,368,EC2A 2ER,E2 0RY,595,15,6,2,2,No,300,No,2888.231639
1/17/2008 17:00,368,EC2A 2ER,E2 0RY,595,15,6,2,2,No,300,No,2888.231639
1/17/2008 17:01,193,SE25 5AG,CR7 8LE,440,15,5,2,1.5,Yes,40,Yes,1262.674146
1/17/2008 17:06,64,EC1V 9AQ,SW1P 3AU,470,15,4,2,1.5,No,300,No,3476.203964
1/17/2008 17:14,349,HA5 5PW,W10 6HQ,560,15,6,2,1.5,No,120,Yes,14382.64572
1/17/2008 17:29,353,SE11 4DJ,SE1 2BN,545,15,6,2,2,Yes,40,Yes,3015.63393
1/17/2008 17:49,55,SE1 1HR,SE1 2BN,540,15,4,2,1.5,Yes,300,Yes,1537.84297
1/17/2008 17:54,347,SE16 5EJ,E2 0RY,540,15,6,2,1.5,No,80,Yes,2866.626066
1/17/2008 18:02,313,SW1V 1DW,SE1 2BN,475,15,6,1,2,No,40,Yes,4981.558491
1/17/2008 18:06,289,N1 9RY,NW5 2QH,470,15,6,1,1.5,Yes,40,Yes,2293.201474
1/17/2008 18:06,63,EC4V 5DT,SE1 2BN,520,15,4,2,1.5,No,300,Yes,2605.585731
1/17/2008 18:09,214,W1T 1DG,SW1V 4QQ,475,15,5,2,2,Yes,120,No,3183.173888
1/17/2008 18:10,201,NW3 2QE,W10 6HQ,420,15,5,2,1.5,No,40,Yes,5053.041559
1/17/2008 18:12,168,NW5 2QH,W10 6HQ,485,15,5,1,2,Yes,300,No,6235.116679
1/17/2008 18:16,345,NW1 7JE,SW1V 4QQ,500,15,6,2,1.5,No,40,Yes,4996.159525
1/17/2008 18:16,291,SE10 8JL,E2 0RY,510,15,6,1,1.5,Yes,80,Yes,6196.329559
1/17/2008 18:18,202,N5 1EA,E2 0RY,370,15,5,2,1.5,No,40,No,4913.711937
1/17/2008 18:32,345,EC4A 2LT,SE1 2BN,500,15,6,2,1.5,No,40,Yes,3258.845501
1/17/2008 18:33,203,SE17 1RL,SW1P 3AU,460,15,5,2,1.5,No,80,Yes,2724.666952
1/17/2008 18:42,156,W11 2RP,SW1V 4QQ,360,15,5,1,1.5,No,80,No,4601.198322
1/17/2008 19:01,80,E3 5BH,SE1 2BN,495,15,4,2,2,No,300,No,3835.675821
1/17/2008 19:13,59,SW1V 1DW,SW1V 4QQ,440,15,4,2,1.5,No,80,Yes,369.7188121
1/17/2008 19:18,151,E1 5LJ,SE1 2BN,510,15,5,1,1.5,Yes,300,Yes,2096.199418
1/17/2008 19:48,80,E1 2NB,SE8 3JD,495,15,4,2,2,No,300,No,4131.02566
1/17/2008 19:49,12,W1K 4PU,SW1V 4QQ,340,15,4,1,1.5,No,80,No,2451.123212
1/17/2008 20:02,193,SE27 9QY,CR7 8LE,440,15,5,2,1.5,Yes,40,Yes,3283.727303
1/17/2008 20:14,24,SW3 1LA,SW1P 3AU,465,15,4,1,2,Yes,300,No,2589.125335
1/17/2008 20:14,151,E16 1EN,E2 0RY,510,15,5,1,1.5,Yes,300,Yes,4246.661395
1/17/2008 20:34,149,KT6 4TW,KT2 5AU,450,15,5,1,1.5,Yes,120,Yes,2238.754118
1/17/2008 20:40,224,W1G 0PP,SW1V 4QQ,515,15,5,2,2,No,300,No,2875.03913
1/17/2008 20:42,211,EC1A 7JA,SE1 2BN,505,15,5,2,2,Yes,80,Yes,2914.193027
1/17/2008 20:45,207,NW5 2SG,W10 6HQ,540,15,5,2,1.5,No,300,Yes,6441.181569
1/17/2008 20:45,294,SE10 8JL,E2 0RY,480,15,6,1,1.5,Yes,120,No,6196.329559
1/17/2008 20:57,163,W1D 5DD,SW1V 4QQ,455,15,5,1,2,Yes,80,Yes,2763.523114
1/17/2008 20:57,176,NW5 1SP,N17 6QA,465,15,5,1,2,No,300,No,6387.213634
1/17/2008 20:59,149,WC2N 5DB,SE1 2BN,450,15,5,1,1.5,Yes,120,Yes,3910.972385
1/17/2008 21:05,53,SE1 1NH,SW1V 4QQ,480,15,4,2,1.5,Yes,120,Yes,4056.42022
1/17/2008 21:10,14,EC1N 8QS,SE1 2BN,360,15,4,1,1.5,No,120,No,3377.149686
1/17/2008 21:21,341,EC2A 2ER,SE1 2BN,580,15,6,2,1.5,Yes,120,Yes,2484.776851
1/17/2008 21:25,341,NW3 6SG,N3 1DH,580,15,6,2,1.5,Yes,120,Yes,4912.371729
1/17/2008 21:26,357,SE20 8RZ,SW12 9HD,605,15,6,2,2,Yes,120,Yes,6701.980155
1/17/2008 21:27,151,NW1 4EE,NW5 2QH,510,15,5,1,1.5,Yes,300,Yes,2709.982288
1/17/2008 21:33,4,EC1A 9DE,E2 0RY,360,15,4,1,1.5,Yes,80,No,4127.470048
1/17/2008 21:44,342,W1D 4AE,SW1P 3AU,530,15,6,2,1.5,Yes,120,No,1481.801944
1/17/2008 21:45,168,W1U 2QU,NW5 2QH,485,15,5,1,2,Yes,300,No,3810.250648
1/17/2008 21:48,149,SE1 7UT,SE1 2BN,450,15,5,1,1.5,Yes,120,Yes,3186.813455
1/17/2008 22:01,55,SE17 2DN,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,3514.643794
1/17/2008 22:07,353,SW1V 3AS,SE1 2BN,545,15,6,2,2,Yes,40,Yes,4653.336115
1/17/2008 22:19,165,W1U 5JN,SW1P 3AU,475,15,5,1,2,Yes,120,Yes,2772.789209
1/17/2008 22:21,1,EC1V 2QH,E2 0RY,370,15,4,1,1.5,Yes,40,Yes,3145.864746
1/17/2008 22:33,211,NW1 6DY,NW5 2QH,505,15,5,2,2,Yes,80,Yes,3358.046605
1/17/2008 22:39,51,N7 8EE,N17 6QA,460,15,4,2,1.5,Yes,80,Yes,5575.138563
1/17/2008 22:48,53,KT2 5EE,SW18 1NN,480,15,4,2,1.5,Yes,120,Yes,8765.961271
1/17/2008 22:56,360,KT1 2UL,W4 3PH,615,15,6,2,2,Yes,300,No,8695.793236
1/17/2008 23:06,341,SE24 9HU,SW12 9HD,580,15,6,2,1.5,Yes,120,Yes,3629.019151
1/17/2008 23:10,31,SW3 1LA,W10 6HQ,495,15,4,1,2,No,300,Yes,3941.412183
1/17/2008 23:13,19,E2 0RY,SE1 2BN,435,15,4,1,2,Yes,80,Yes,3646.349682
1/17/2008 23:14,199,W1H 1DG,W10 6HQ,560,15,5,2,1.5,Yes,300,Yes,3416.067476
1/17/2008 23:14,216,SE11 5JA,SW1V 4QQ,535,15,5,2,2,Yes,300,No,1815.692155
1/17/2008 23:22,55,WC2H 9HD,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,2926.926716
1/17/2008 23:28,70,W8 7SR,SW1P 3AU,455,15,4,2,2,Yes,120,No,4778.95386
1/17/2008 23:29,21,W1W 6BA,SW1P 3AU,455,15,4,1,2,Yes,120,Yes,2384.941299
1/17/2008 23:36,149,KT1 2UL,KT2 5AU,450,15,5,1,1.5,Yes,120,Yes,1399.150099
1/17/2008 23:48,353,E2 9LY,SE8 3JD,545,15,6,2,2,Yes,40,Yes,5615.659534
1/17/2008 23:57,199,EC2V 8DP,SW1P 3AU,560,15,5,2,1.5,Yes,300,Yes,2978.076728
1/18/2008 0:01,213,WC2H 9EW,SW1P 3AU,525,15,5,2,2,Yes,120,Yes,1483.008092
1/18/2008 0:03,364,SE25 5AG,CR7 8LE,515,15,6,2,2,No,80,No,1262.674146
1/18/2008 0:04,66,SW4 7EX,SW1V 4QQ,395,15,4,2,2,Yes,40,No,3500.188138
1/18/2008 0:15,200,E8 1EJ,E2 0RY,510,15,5,2,1.5,Yes,300,No,1979.785089
1/18/2008 0:18,319,TW10 5LA,KT2 5AU,595,15,6,1,2,No,300,Yes,1544.985437
1/18/2008 0:33,3,E8 3PE,E2 0RY,410,15,4,1,1.5,Yes,80,Yes,1623.657599
1/18/2008 0:36,212,EC2A 3PE,SE1 2BN,455,15,5,2,2,Yes,80,No,3004.680515
1/18/2008 0:40,219,E1 6LZ,SE1 2BN,485,15,5,2,2,No,80,Yes,2213.213049
1/18/2008 1:04,344,W1K 4PU,SW1V 4QQ,590,15,6,2,1.5,Yes,300,No,2451.123212
1/18/2008 1:13,356,E11 4HL,E2 0RY,535,15,6,2,2,Yes,80,No,4393.541282
1/18/2008 1:15,347,EC4V 4EG,SW1V 4QQ,540,15,6,2,1.5,No,80,Yes,3729.298057
1/18/2008 1:20,294,CR0 1QD,SW18 1NN,480,15,6,1,1.5,Yes,120,No,12155.31892
1/18/2008 1:47,9,NW5 1SP,NW5 2QH,350,15,4,1,1.5,No,40,Yes,955.5694637
1/18/2008 1:52,301,W1D 5DH,SW1P 3AU,510,15,6,1,1.5,No,120,Yes,1388.130037
1/18/2008 1:56,71,EC4Y 8JJ,SW1V 4QQ,565,15,4,2,2,Yes,300,Yes,3632.523228
1/18/2008 2:00,3,SE27 9ND,SW12 9HD,410,15,4,1,1.5,Yes,80,Yes,4030.070099
1/18/2008 2:01,357,SW1A 2NH,SW1P 3AU,605,15,6,2,2,Yes,120,Yes,326.2590995
1/18/2008 2:09,203,SE1 1TA,SW1V 4QQ,460,15,5,2,1.5,No,80,Yes,3852.878664
1/18/2008 2:10,341,NW5 2SG,SW1P 3AU,580,15,6,2,1.5,Yes,120,Yes,5515.501065
1/18/2008 2:14,350,SW1A 2JR,SW1V 4QQ,510,15,6,2,1.5,No,120,No,1834.431792
1/18/2008 2:20,155,EC2A 3JL,E2 0RY,410,15,5,1,1.5,No,80,Yes,2565.787988
1/18/2008 2:21,79,SE1 0LH,SW1V 4QQ,545,15,4,2,2,No,300,Yes,3414.488688
1/18/2008 2:21,365,SE27 9ND,SW12 9HD,585,15,6,2,2,No,120,Yes,4030.070099
1/18/2008 2:28,197,CR0 6BE,SW18 1NN,500,15,5,2,1.5,Yes,120,Yes,11988.98599
1/18/2008 2:31,222,EC1M 4DE,SE1 2BN,455,15,5,2,2,No,120,No,3370.078337
1/18/2008 2:32,24,SW4 0LB,SW1V 4QQ,465,15,4,1,2,Yes,300,No,2899.501336
1/18/2008 2:38,362,SE1 3XB,E2 0RY,475,15,6,2,2,No,40,No,4037.736495
1/18/2008 2:39,70,W3 7JT,W4 3PH,455,15,4,2,2,Yes,120,No,2762.920556
1/18/2008 2:55,55,SW7 4TE,SW1V 4QQ,540,15,4,2,1.5,Yes,300,Yes,2586.600278
1/18/2008 2:57,311,N1 7TA,SE1 2BN,615,15,6,1,2,Yes,300,Yes,3849.309678
1/18/2008 2:57,23,W1H 4HX,SW1V 4QQ,515,15,4,1,2,Yes,300,Yes,3535.794819
1/18/2008 3:04,318,E2 0JD,SE8 3JD,485,15,6,1,2,No,120,No,5312.750888
1/18/2008 3:08,300,E14 8BX,SE1 2BN,440,15,6,1,1.5,No,80,No,2732.900474
1/18/2008 3:10,204,N7 9EF,E2 0RY,410,15,5,2,1.5,No,80,No,5700.302448
1/18/2008 3:31,342,W1T 1NQ,SW1P 3AU,530,15,6,2,1.5,Yes,120,No,1968.860838
1/18/2008 3:50,56,SE25 6EF,CR7 8LE,490,15,4,2,1.5,Yes,300,No,1389.368562
1/18/2008 3:57,315,EC4Y 8BH,SW1P 3AU,515,15,6,1,2,No,80,Yes,2161.036788
1/18/2008 3:59,30,SW1H 9BP,SW1P 3AU,385,15,4,1,2,No,120,No,143.6732404
1/18/2008 4:04,175,EC1A 4ER,SE1 2BN,515,15,5,1,2,No,300,Yes,2588.581272
1/18/2008 4:05,360,N7 0JN,SW1P 3AU,615,15,6,2,2,Yes,300,No,5732.834029
1/18/2008 4:15,363,SE1 4HL,SE8 3JD,565,15,6,2,2,No,80,Yes,4011.856054
1/18/2008 4:15,366,SE14 6AG,SE1 2BN,535,15,6,2,2,No,120,No,3693.882104
1/18/2008 4:19,11,E1 8DA,SW1P 3AU,390,15,4,1,1.5,No,80,Yes,4320.270825
1/18/2008 4:20,343,W1H 7PP,W10 6HQ,640,15,6,2,1.5,Yes,300,Yes,3561.481153
1/18/2008 4:25,348,SE26 4BG,CR7 8LE,490,15,6,2,1.5,No,80,No,4401.529393
1/18/2008 4:26,296,E2 9LY,SE8 3JD,540,15,6,1,1.5,Yes,300,No,5615.659534
1/18/2008 4:29,15,N1 6BU,SE1 2BN,470,15,4,1,1.5,No,300,Yes,3346.054542
1/18/2008 4:30,52,CR7 7JJ,CR7 8LE,410,15,4,2,1.5,Yes,80,No,565.1061847
1/18/2008 4:50,6,EC2A 3PE,E2 0RY,380,15,4,1,1.5,Yes,120,No,2469.791287
1/18/2008 5:03,318,WC1X 0AE,SW1P 3AU,485,15,6,1,2,No,120,No,2801.779791
1/18/2008 5:16,70,SE5 8RS,SW1P 3AU,455,15,4,2,2,Yes,120,No,4139.217317
1/18/2008 5:37,167,WC2E 7AU,SE1 2BN,535,15,5,1,2,Yes,300,Yes,3826.019995
1/18/2008 5:39,320,SW1V 2EE,SW1P 3AU,545,15,6,1,2,No,300,No,1195.672614
1/18/2008 5:45,299,E2 0EA,SE1 2BN,490,15,6,1,1.5,No,80,Yes,3101.5559
1/18/2008 5:54,319,CR0 2SS,SW18 1NN,595,15,6,1,2,No,300,Yes,10312.07957
1/18/2008 5:54,339,E2 0RY,SE8 3JD,560,15,6,2,1.5,Yes,80,Yes,5299.557057
1/18/2008 5:55,51,W8 7LN,W10 6HQ,460,15,4,2,1.5,Yes,80,Yes,1839.138113
1/18/2008 6:01,361,EC1M 4DR,E2 0RY,525,15,6,2,2,No,40,Yes,3990.271294
1/18/2008 6:01,167,CR0 6BR,SW18 1NN,535,15,5,1,2,Yes,300,Yes,12103.88004
1/18/2008 6:05,158,E12 5BP,E2 0RY,380,15,5,1,1.5,No,120,No,6890.548382
1/18/2008 6:08,214,EC3A 5AY,SE1 2BN,475,15,5,2,2,Yes,120,No,1632.169415
1/18/2008 6:08,176,E1W 3SP,SE1 2BN,465,15,5,1,2,No,300,No,1278.039514
1/18/2008 6:11,315,E1 1DE,SE1 2BN,515,15,6,1,2,No,80,Yes,2146.284464
1/18/2008 6:18,53,E6 5LX,E2 0RY,480,15,4,2,1.5,Yes,120,Yes,7377.693474
1/18/2008 6:22,151,WC2B 5EL,SW1V 4QQ,510,15,5,1,1.5,Yes,300,Yes,3392.564222
1/18/2008 6:26,28,W8 7SR,SW1P 3AU,365,15,4,1,2,No,80,No,4778.95386
1/18/2008 6:34,168,N2 9EY,N3 1DH,485,15,5,1,2,Yes,300,No,2905.897624
1/18/2008 6:35,23,EC4V 6AP,SW1P 3AU,515,15,4,1,2,Yes,300,Yes,2235.919945
1/18/2008 6:37,207,EC1V 0DH,SW1P 3AU,540,15,5,2,1.5,No,300,Yes,3234.327287
1/18/2008 6:38,365,EC3R 5AQ,E2 0RY,585,15,6,2,2,No,120,Yes,3279.357559
1/18/2008 6:40,59,W1S 2JL,NW5 2QH,440,15,4,2,1.5,No,80,Yes,4424.522573
1/18/2008 6:45,366,N7 8EE,NW5 2QH,535,15,6,2,2,No,120,No,1649.059429
1/18/2008 6:55,165,E15 4NL,SE8 3JD,475,15,5,1,2,Yes,120,Yes,7297.841462
1/18/2008 7:04,163,N1 8LU,NW5 2QH,455,15,5,1,2,Yes,80,Yes,3007.811497
1/18/2008 7:05,163,E2 9LY,E2 0RY,455,15,5,1,2,Yes,80,Yes,472.0519039
1/18/2008 7:06,350,SE23 3HN,SE8 3JD,510,15,6,2,1.5,No,120,No,5436.341877
1/18/2008 7:37,363,WC1N 3AR,SW1P 3AU,565,15,6,2,2,No,80,Yes,2375.530678
1/18/2008 7:47,317,EC3R 6DB,SE1 2BN,535,15,6,1,2,No,120,Yes,1591.095535
1/18/2008 7:50,77,SE1 7NZ,SW1V 4QQ,485,15,4,2,2,No,120,Yes,2334.034276
1/18/2008 7:51,204,W1D 3SU,SW1V 4QQ,410,15,5,2,1.5,No,80,No,2843.002638
1/18/2008 7:54,173,N1 2TB,SE1 2BN,455,15,5,1,2,No,120,Yes,5094.568186
1/18/2008 8:00,301,W1K 5RE,SW1P 3AU,510,15,6,1,1.5,No,120,Yes,1944.855007
1/18/2008 8:03,289,W10 6HQ,W10 6HQ,470,15,6,1,1.5,Yes,40,Yes,0
1/18/2008 8:09,363,SE15 3QQ,SE8 3JD,565,15,6,2,2,No,80,Yes,3085.712235
1/18/2008 8:10,307,W1D 6DJ,SW1V 4QQ,535,15,6,1,2,Yes,80,Yes,2467.627403
1/18/2008 8:14,20,E1 7PT,SE1 2BN,385,15,4,1,2,Yes,80,No,1669.522387
1/18/2008 8:21,367,WC2E 7BN,SW1V 4QQ,645,15,6,2,2,No,300,Yes,2945.237851
1/18/2008 8:25,221,SE19 2AE,SE8 3JD,505,15,5,2,2,No,120,Yes,8011.851222
1/18/2008 8:29,307,SW1Y 6DF,SE1 2BN,535,15,6,1,2,Yes,80,Yes,4800.413524
1/18/2008 8:31,154,W10 6HQ,SW1P 3AU,320,15,5,1,1.5,No,40,No,6027.969807
1/18/2008 8:38,364,W6 9HW,W10 6HQ,515,15,6,2,2,No,80,No,3201.893971
1/18/2008 8:55,162,NW6 2BY,NW5 2QH,365,15,5,1,2,Yes,40,No,4400.233289
1/18/2008 8:55,362,SE21 7BJ,SW12 9HD,475,15,6,2,2,No,40,No,4523.123368
1/18/2008 8:56,223,EC3A 8EP,E2 0RY,565,15,5,2,2,No,300,Yes,2906.524041
1/18/2008 9:04,292,EC4A 4DH,SW1V 4QQ,460,15,6,1,1.5,Yes,80,No,3898.236781
1/18/2008 9:18,171,N7 0JN,NW5 2QH,435,15,5,1,2,No,80,Yes,814.6668031
1/18/2008 9:19,22,SE1 8SW,SE1 2BN,405,15,4,1,2,Yes,120,No,3017.457539
1/18/2008 9:29,317,N1 8LU,SE1 2BN,535,15,6,1,2,No,120,Yes,4717.221216
1/18/2008 9:30,198,SE16 2HB,SE1 2BN,450,15,5,2,1.5,Yes,120,No,1125.466126
1/18/2008 9:40,4,KT2 7PX,W4 3PH,360,15,4,1,1.5,Yes,80,No,7570.433343
1/18/2008 9:40,53,W1T 1HJ,NW5 2QH,480,15,4,2,1.5,Yes,120,Yes,3836.389057
1/18/2008 9:41,21,E1 7PT,SW1P 3AU,455,15,4,1,2,Yes,120,Yes,4257.641718
1/18/2008 9:48,208,E14 4PH,SE8 3JD,490,15,5,2,1.5,No,300,No,2375.3505
1/18/2008 9:49,347,E1 1LN,SW1P 3AU,540,15,6,2,1.5,No,80,Yes,4483.244584
1/18/2008 9:50,317,WC2H 0EA,SW1V 4QQ,535,15,6,1,2,No,120,Yes,2933.443369
1/18/2008 9:51,297,N19 4HZ,N17 6QA,450,15,6,1,1.5,No,40,Yes,4781.890003
1/18/2008 9:57,199,SE25 6EB,CR7 8LE,560,15,5,2,1.5,Yes,300,Yes,1289.502617
1/18/2008 9:57,23,W1B 5PX,SW1P 3AU,515,15,4,1,2,Yes,300,Yes,1498.86924
1/18/2008 10:02,68,WC2N 6NE,SW1P 3AU,435,15,4,2,2,Yes,80,No,917.1177678
1/18/2008 10:08,221,WC2H 8LN,NW5 2QH,505,15,5,2,2,No,120,Yes,3937.635077
1/18/2008 10:10,297,SE8 3NT,E2 0RY,450,15,6,1,1.5,No,40,Yes,5560.309434
1/18/2008 10:25,309,WC2A 3RJ,SW1P 3AU,555,15,6,1,2,Yes,120,Yes,1971.314536
1/18/2008 10:27,77,WC2 4HS,SW1V 4QQ,485,15,4,2,2,No,120,Yes,2520.881195
1/18/2008 10:31,7,SE20 7EU,CR7 8LE,490,15,4,1,1.5,Yes,300,Yes,3385.050073
1/18/2008 10:37,167,SW1Y 6HD,SE1 2BN,535,15,5,1,2,Yes,300,Yes,4592.442705
1/18/2008 10:55,214,TW10 6RN,KT2 5AU,475,15,5,2,2,Yes,120,No,3740.653553
1/18/2008 10:58,75,N6 6BU,NW5 2QH,465,15,4,2,2,No,80,Yes,2332.856189
1/18/2008 11:05,146,EC4N 4SJ,E2 0RY,340,15,5,1,1.5,Yes,40,No,3800.263807
1/18/2008 11:21,208,N1 1RL,E2 0RY,490,15,5,2,1.5,No,300,No,4310.065545
1/18/2008 11:27,202,SE14 6AF,SE8 3JD,370,15,5,2,1.5,No,40,No,1183.57298
1/18/2008 11:28,341,EC1M 6DB,SE1 2BN,580,15,6,2,1.5,Yes,120,Yes,3258.391167
1/18/2008 11:30,163,EC4V 4EG,SW1P 3AU,455,15,5,1,2,Yes,80,Yes,2209.926017
1/18/2008 11:32,213,E1W 2PN,SE1 2BN,525,15,5,2,2,Yes,120,Yes,656.7800241
1/18/2008 11:39,313,W1K 5RE,NW5 2QH,475,15,6,1,2,No,40,Yes,4207.6579
1/18/2008 11:41,176,W1D 6DJ,SW1V 4QQ,465,15,5,1,2,No,300,No,2467.627403
1/18/2008 11:48,299,EC4A 3JB,SW1P 3AU,490,15,6,1,1.5,No,80,Yes,2327.450107
1/18/2008 11:50,68,EC3V 0BP,E2 0RY,435,15,4,2,2,Yes,80,No,3377.310468
1/18/2008 12:01,198,WC2H 8EG,SW1P 3AU,450,15,5,2,1.5,Yes,120,No,1800.272479
1/18/2008 12:16,293,W1T 7QJ,NW5 2QH,530,15,6,1,1.5,Yes,120,Yes,3585.606922
1/18/2008 12:27,291,SW1V 4QQ,SW1P 3AU,510,15,6,1,1.5,Yes,80,Yes,1548.833432
1/18/2008 12:29,219,SW1X 7BA,SW1V 4QQ,485,15,5,2,2,No,80,Yes,1122.942563
1/18/2008 12:30,304,N1 7TA,SE1 2BN,520,15,6,1,1.5,No,300,No,3849.309678
1/18/2008 12:32,72,W1W 5EA,SW1P 3AU,515,15,4,2,2,Yes,300,No,2582.747568
1/18/2008 12:35,364,EC4M 7DE,SE1 2BN,515,15,6,2,2,No,80,No,2690.856369
1/18/2008 12:37,318,N7 8EE,E2 0RY,485,15,6,1,2,No,120,No,5267.331488
1/18/2008 12:42,345,EC4V 5EQ,SW1P 3AU,500,15,6,2,1.5,No,40,Yes,2365.410958
1/18/2008 12:44,340,EC2M 2TE,E2 0RY,510,15,6,2,1.5,Yes,80,No,2945.47789
1/18/2008 12:56,317,SW1X 7BA,W10 6HQ,535,15,6,1,2,No,120,Yes,4753.470416
1/18/2008 12:58,223,E14 9NS,SE8 3JD,565,15,5,2,2,No,300,Yes,2478.162626
1/18/2008 13:00,20,EC2M 7QN,SE1 2BN,385,15,4,1,2,Yes,80,No,2060.38079
1/18/2008 13:03,17,SE19 2EZ,SW12 9HD,395,15,4,1,2,Yes,40,Yes,5454.857652
1/18/2008 13:11,200,EC2M 3TH,SE1 2BN,510,15,5,2,1.5,Yes,300,No,2015.96751
1/18/2008 13:17,205,SW8 3JW,SW1V 4QQ,480,15,5,2,1.5,No,120,Yes,2669.612144
1/18/2008 13:23,62,SW1A 2DD,SE1 2BN,410,15,4,2,1.5,No,120,No,4035.836097
1/18/2008 13:31,305,SE8 4RZ,SE8 3JD,495,15,6,1,2,Yes,40,Yes,956.9205819
1/18/2008 13:42,80,W1T 2EQ,SW1P 3AU,495,15,4,2,2,No,300,No,2082.575809
1/18/2008 13:44,167,CR0 1RG,SW18 1NN,535,15,5,1,2,Yes,300,Yes,12034.58387
